,manufacturer,Device Type,org_price,Weight,Processor Manufacturer,Processor Series,Processor Model,Processor Cache Memory,RAM Memory,Screen Size,Screen Type,RAM Type,Internal Memory Type,Operating System,Graphics Card Manufacturer,Graphics Card Model,Battery Cell Count,store
2114,hp,pavilion-15-r212,,2.5,INTEL,Core i5,4210U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GeForce 820M,4.0,meghdad
2115,hp,pavilion-15-r211,,2.5,INTEL,Core i5,4210U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GeForce 820M,4.0,meghdad
2116,hp,probook-355-g2-a8-4gb-500gb,,2.3,AMD,,A8-5550M,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M24,4.0,meghdad
2117,hp,ay077nia,,2.04,INTEL,Core i5,6200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R7 M440,4.0,meghdad
2118,hp,pavilion-15-ab295nia,,2.29,INTEL,Core i3,6100U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics 520,4.0,meghdad
2119,hp,ay074nia,,2.04,INTEL,Core i7,6500U,4.0,12.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R7 M440,4.0,meghdad
2120,hp,15-af104ne-a6-6310-4gb-500gb,,2.19,AMD,,A6-6310,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2121,hp,15-ay004ne,,2.04,INTEL,Core i3,5005U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M430,4.0,meghdad
2122,hp,250-g4,,2.1,INTEL,Core i3,4005U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,3.0,meghdad
2123,hp,ac116ne,,1.94,INTEL,Core i3,5005U,3.0,6.0,14.0,LED-backlit LCD,DDR3,SATA,Dos,Intel,R5 M330,4.0,meghdad
2124,hp,pavilion-15-ab582tx,,2.09,INTEL,Core i5,6200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,940M,4.0,meghdad
2125,hp,ac191tx,,2.19,INTEL,Core i5,4210U,3.0,6.0,15.6,LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2126,hp,ac192tx,,2.19,INTEL,Core i5,4210U,3.0,6.0,15.6,LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2127,hp,ba026au-a6-7310-4gb-500gb-1gb,,2.19,AMD,,A6-7310,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R4,4.0,meghdad
2128,hp,ac047ne,,2.19,INTEL,Core i7,5500U,4.0,4.0,15.6,LED-backlit LCD,DDR3,SATA,Dos,Intel,R5 M330,4.0,meghdad
2129,hp,pavilion-15-ab236ne,,2.29,INTEL,Core i5,6200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 940M,4.0,meghdad
2130,hp,pavilion-13t-u000-x360,,1.66,INTEL,Core i5,6200U,3.0,8.0,13.0,IPS LCD,DDR4,SATA,,Intel,HD Graphics 520,3.0,meghdad
2131,hp,pavilion-15-au102ne,,2.04,INTEL,Core i5,7200U,3.0,12.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,Nvidia,940MX,2.0,meghdad
2132,hp,pavilion-15-au103ne,,2.04,INTEL,Core i5,7200U,3.0,12.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,Nvidia,940MX,2.0,meghdad
2133,hp,pavilion-13t-u000-x360,,1.66,INTEL,Core i3,SL 6100U,3.0,4.0,13.0,IPS LCD,DDR4,SATA,,Intel,HD Graphics 520,3.0,meghdad
2134,hp,15-ay037ne-n3710-4gb-1tb-2gb,,2.04,INTEL,Pentium,Pentium-N3710,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M430,4.0,meghdad
2135,hp,pavilion-15-ab153-a10-8700p-8gb-1tb-2gb,,2.2,AMD,Carrizo,A10-8700P,2.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R6,4.0,meghdad
2136,hp,15-ay114ne,,2.04,INTEL,Core i5,7200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R7 M440,4.0,meghdad
2137,hp,ac115ne,,1.94,INTEL,Core i3,5005U,3.0,6.0,14.0,LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2138,hp,ac113ne,,1.94,INTEL,Core i5,6200U,3.0,8.0,14.0,LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2139,hp,ac114ne,,1.94,INTEL,Core i5,6200U,3.0,8.0,14.0,LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2140,hp,pavilion-15-ab298nia,,2.19,INTEL,Core i3,6100U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R7 M360,4.0,meghdad
2141,hp,pavilion-15-ab294nia,,2.19,INTEL,Core i3,6100U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R7 M360,4.0,meghdad
2142,hp,envy-14t-j100,,1.99,INTEL,Core i7,6700HQ,6.0,8.0,14.0,IPS LCD,DDR3,SATA,Dos,Nvidia,GTX 950M,3.0,meghdad
2143,hp,omen-15t-5200,,2.1,INTEL,Core i7,4720HQ,6.0,16.0,15.6,IPS LCD,DDR3,SSD,Dos,Nvidia,GTX 960M GDDR5,4.0,meghdad
2144,hp,ac191tx,,2.19,INTEL,Core i5,4210U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2145,hp,ac192tx,,2.19,INTEL,Core i5,4210U,3.0,4.0,15.6,LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2146,hp,envy-15-ae000,,2.37,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GTX 950M,3.0,meghdad
2147,hp,envy-15t-ae100,,2.5,INTEL,Core i7,6500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GTX 950M,3.0,meghdad
2148,hp,envy-15t-q400,,2.3,INTEL,Core i7,6700HQ,6.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GTX 950M,6.0,meghdad
2149,hp,pavilion-15-p205ne-i7-8gb-2tb,,2.27,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2150,hp,pavilion-15-p235ne-i7-8gb-1tb,,2.27,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2151,hp,pavilion-15-ab237ne,,2.29,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 940M,4.0,meghdad
2152,hp,pavilion-15-ab239ne,,2.29,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 940M,4.0,meghdad
2153,hp,pavilion-15-ak099nr,,2.29,INTEL,Core i7,6700HQ,6.0,8.0,15.6,IPS LCD,DDR3,SATA,,Nvidia,GT 940M,4.0,meghdad
2154,hp,ay073nia,,2.04,INTEL,Core i7,6500U,4.0,12.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R7 M440,4.0,meghdad
2155,hp,envy-17-n002ne,,2.95,INTEL,Core i7,5500U,4.0,8.0,17.3,IPS LCD,DDR3,SATA,,Nvidia,GeForce GTX 950M,4.0,meghdad
2156,hp,ac199nia-n3050-2gb-500gb,,2.19,INTEL,Celeron,Celeron-N3050,2.0,2.0,15.6,LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2157,hp,pavilion-15-p046ne-i5-8gb-1tb,,2.27,INTEL,Core i5,4210U,3.0,8.0,15.6,diagonal HD BrightView WLED-backlit,DDR3,SATA,Windows 8,Nvidia,GT 840M,4.0,meghdad
2158,hp,pavilion-15-p057ne-i5-6gb-1tb,,2.27,INTEL,Core i5,4210U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2159,hp,pavilion-15-p127ne-i5-6gb-1tb,,2.27,INTEL,Core i5,4210U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2160,hp,pavilion-15-p116ne-i3-4gb-500gb,,2.27,INTEL,Core i3,4030U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 830M,4.0,meghdad
2161,hp,envy-15-ae100,,2.5,INTEL,Core i7,6500U,4.0,16.0,15.6,TFT LED-backlit LCD,DDR3,SSD,Dos,Nvidia,GTX 950M,3.0,meghdad
2162,hp,envy-15-ae100,,2.5,INTEL,Core i7,6500U,4.0,16.0,15.6,TFT LED-backlit LCD,DDR3,SSDSATA,Windows 8.1,Nvidia,GTX 950M,3.0,meghdad
2163,hp,envy-15-ae000,,2.37,INTEL,Core i7,5500U,4.0,16.0,15.6,TFT LED-backlit LCD,DDR3,SSDSATA,Windows 8.1,Nvidia,GTX 950M,3.0,meghdad
2164,hp,envy-15-ae000,,2.37,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SSDSATA,Windows 8.1,Nvidia,GTX 950M,3.0,meghdad
2165,hp,envy-15-ae027tx,,2.38,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SSDSATA,Windows 8.1,Nvidia,GTX 950M,3.0,meghdad
2166,hp,15-af105ne-a6-6310-4gb-500gb-1gb,,2.19,AMD,,A6-6310,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2167,hp,envy-14t-j100,,1.99,INTEL,Core i7,6700HQ,6.0,8.0,14.0,IPS LCD,DDR3,SSDSATA,Dos,Nvidia,GTX 950M,3.0,meghdad
2168,hp,envy-15-q400,,2.3,INTEL,Core i7,6700HQ,6.0,16.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GTX 950M,6.0,meghdad
2169,hp,envy-15-q400,,2.3,INTEL,Core i7,6700HQ,6.0,16.0,15.6,TFT LED-backlit LCD,DDR3,SSD,Dos,Nvidia,GTX 950M,6.0,meghdad
2170,hp,envy-15-k228tx,,2.34,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SSDSATA,Windows 8,Nvidia,GTX 850M,4.0,meghdad
2171,hp,pavilion-15-ab252ne,,2.29,INTEL,Core i7,6500U,4.0,12.0,15.6,TFT LED-backlit LCD,DDR3,SATA,,Nvidia,GT 940M,4.0,meghdad
2172,hp,pavilion-15-ab299nia,,2.29,INTEL,Core i3,6100U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics 520,4.0,meghdad
2173,hp,ac153ne,,2.19,INTEL,Core i7,6500U,4.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2174,hp,ac180ne,,2.19,INTEL,Core i5,5200U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2175,hp,pavilion-15-p202ne-i5-6gb-1tb-4gb,,2.27,INTEL,Core i5,5200U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Windows 8,Nvidia,GT 840M,4.0,meghdad
2176,hp,pavilion-15-p203ne-i5-8gb-2tb-4gb,,2.27,INTEL,Core i5,5200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Windows 8,Nvidia,GT 840M,4.0,meghdad
2177,hp,pavilion-15-p263ne-i5-8gb-2tb-4gb,,2.27,INTEL,Core i5,5200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Windows 8,Nvidia,GT 840M,4.0,meghdad
2178,hp,pavilion-15-p264ne-i5-8gb-2tb-4gb,,2.27,INTEL,Core i5,5200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Windows 8,Nvidia,GT 840M,4.0,meghdad
2179,hp,pavilion-15-r256,,2.27,INTEL,Core i3,4005U,3.0,4.0,15.6,HD BrightView,DDR3L,SATA,Dos,Nvidia,820M,4.0,meghdad
2180,hp,probook-350-g1,,2.3,INTEL,Core i7,4500U,4.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD, HD 8600M,4.0,meghdad
2181,hp,envy-15-k008ne,,2.34,INTEL,Core i7,4510U,4.0,8.0,15.6,Diagonal HD Backlit LED Display,DDR3,SSDSATA,Dos,Nvidia,GT 820M,4.0,meghdad
2182,hp,pavilion-15-n260-a10-4gb-500gb,,2.3,AMD,,A10-5745M,4.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,HD 8670M,4.0,meghdad
2183,hp,pavilion-15-p022ne,,2.27,INTEL,Core i5,4210U,3.0,6.0,15.6,LED Bright TFT LED-Backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2184,hp,pavilion-15-p034,,2.3,INTEL,Core i5,4210U,3.0,4.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2185,hp,pavilion-15-r224,,2.23,INTEL,Core i5,5200U,3.0,6.0,15.6,WLED BrightView HD,DDR3,SATA,Dos,Nvidia,GeForce 820M,4.0,meghdad
2186,hp,pavilion-15-p222na,,2.27,INTEL,Core i5,5200U,3.0,6.0,15.6,HD BrightView WLED-backlit,DDR3L,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2187,hp,probook-350-g1,,2.5,INTEL,Core i5,4200M,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,HD 7650M,4.0,meghdad
2188,hp,pavilion-15-n259,,2.3,INTEL,Core i7,4500U,4.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 740M,4.0,meghdad
2189,hp,pavilion-15-r255,,2.6,INTEL,Core i3,4005U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,820M,4.0,meghdad
2190,hp,pavilion-15-r259,,2.5,INTEL,Core i5,5200U,3.0,4.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Nvidia,820M,4.0,meghdad
2191,hp,pavilion-15-r244-n2840-2gb-500gb,,2.5,INTEL,Celeron,Celeron-N2840,1.0,2.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2192,hp,pavilion15-g012-a8-4gb-500gb,,2.2,AMD,,A8-5550M,2.0,4.0,15.6,backlit high-definition display,DDR3,SATA,Dos,AMD,R5 M24,4.0,meghdad
2193,hp,pavilion-15-r246-n2840-2gb-500gb,,2.4,INTEL,Celeron,Celeron-N2840,1.0,2.0,15.6,LED Bright,DDR3,SATA,Dos,Intel,HD Graphics,6.0,meghdad
2194,hp,omen-17-w000ne,,2.85,INTEL,Core i7,6700HQ,6.0,16.0,17.0,IPS LCD,DDR4,SATA,Windows 10,Nvidia,GTX 960M GDDR5,6.0,meghdad
2195,hp,pavilion-15-r020ne,,2.5,INTEL,Core i5,4210U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 820M,4.0,meghdad
2196,hp,envy-15-k002ne,,2.34,INTEL,Core i7,4510U,4.0,16.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GTX 850M,4.0,meghdad
2197,hp,am096nia,,1.94,INTEL,Core i5,6200U,3.0,8.0,14.0,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R5 M430,4.0,meghdad
2198,hp,15-ba069nia-a6-7310-4gb-1tb-2gb,,2.15,AMD,,A6-7310,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M430,4.0,meghdad
2199,hp,14-am021ne,,1.94,INTEL,Core i3,5005U,3.0,6.0,14.0,IPS LCD,DDR3,SATA,Dos,AMD,R5 M430,4.0,meghdad
2200,hp,250-g5-n3060-4gb-500gb-intel,,1.96,INTEL,Celeron,Celeron-N3060,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics 400,4.0,meghdad
2201,hp,15-ac125ne,,2.19,INTEL,Core i5,6200U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2202,hp,pavilion-15-aw065sa-a9-9410-8gb-2tb-2gb-full-hd,,2.04,AMD,,A9-9410,2.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Windows 10,AMD,R5,2.0,meghdad
2203,hp,stream-13-c100na-n3050-2gb-32gb-intel,,1.55,INTEL,Celeron,Celeron-N3050,2.0,2.0,13.3,LED-backlit LCD,DDR3,eMMC,Windows 10,Intel,HD Graphics,3.0,meghdad
2204,hp,stream-13-c101na-n3050-2gb-32gb-intel,,1.55,INTEL,Celeron,Celeron-N3050,2.0,2.0,13.3,LED-backlit LCD,DDR3,eMMC,Windows 10,Intel,HD Graphics,3.0,meghdad
2205,hp,15-ay103tx,,2.19,INTEL,Core i5,7200U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Windows 10,AMD,R5 M430,4.0,meghdad
2206,hp,15-ba079-a10-9600p-6gb-1tb-2gb-touch,,2.15,AMD,,A10-9600P,2.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Windows 10,AMD,R5,3.0,meghdad
2207,hp,pavilion-15-ab150sa-a8-7410-8gb-2tb-1gb,,2.29,AMD,,A8-7410,2.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5,4.0,meghdad
2208,hp,14-ac105nx,,2.19,INTEL,Core i5,6200U,3.0,6.0,14.0,LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2209,hp,pavilion-11-x360-n020nx-n3540-4gb-500gb-intel-touch,,1.4,INTEL,Pentium,Pentium-N3540,2.0,4.0,11.0,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics,2.0,meghdad
2210,hp,250-g5,,1.96,INTEL,Core i5,6200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R5 M430,4.0,meghdad
2211,hp,15-ay013nx,,2.04,INTEL,Core i3,5005U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics 5500,,meghdad
2212,hp,15-ac126nx,,2.19,INTEL,Core i5,6200U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2213,hp,15-ac127nx,,2.19,INTEL,Core i5,6200U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2214,hp,omen-15-ax001ns,,2.2,INTEL,Core i7,6700HQ,6.0,16.0,15.6,LED-backlit LCD,DDR4,SSDSATA,,Nvidia,GTX 960M GDDR5,3.0,meghdad
2215,hp,pavilion-15-ab155sa-a8-7410-8gb-2tb-1gb,,2.29,AMD,,A8-7410,2.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5,4.0,meghdad
2216,hp,pavilion-15-p240ne,,2.27,INTEL,Core i3,5010U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 830M,4.0,meghdad
2217,hp,probook-250-g3,,2.19,INTEL,Core i5,4200U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 820M,4.0,meghdad
2218,hp,pavilion-15-ac040ne,,2.19,INTEL,Core i5,5200U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,Radeon R5 M330,4.0,meghdad
2219,hp,pavilion-15-ac032ne,,2.19,INTEL,Core i3,4005U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2220,hp,pavilion-15-ac037ne,,2.19,INTEL,Core i5,5200U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2221,hp,pavilion-15-ac041ne,,2.19,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
2222,hp,pavilion-15-d024ee-n2810-2gb-500gb,,2.5,INTEL,Celeron,Celeron-N2810,2.0,2.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2223,hp,probook-650-g1,,2.3,INTEL,Core i5,4300M,3.0,4.0,15.6,SVA?,DDR3,SATA,Windows 7,Intel,HD Graphics 4600,6.0,meghdad
2224,hp,probook-650-g1,,2.3,INTEL,Core i7,4610M,4.0,4.0,15.6,SVA?,DDR3,SATA,Windows 7,Intel,HD Graphics 4600,6.0,meghdad
2225,hp,pavilion-15-p250ne-n2830-2gb-500gb,,2.45,INTEL,Celeron,Celeron-N2830,1.0,2.0,15.6,LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2226,hp,probook-250-g3,,2.19,INTEL,Core i3,4005U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 820M,4.0,meghdad
2227,hp,pavilion-15-p245ne-i5-6gb-1tb,,2.27,INTEL,Core i5,5200U,3.0,6.0,15.6,diagonal HD BrightView WLED-backlit,DDR3,SATA,Dos,Nvidia,GT 830M,4.0,meghdad
2228,hp,pavilion-15-p246ne-i5-6gb-1tb,,2.27,INTEL,Core i5,5200U,3.0,6.0,15.6,diagonal HD BrightView WLED-backlit,DDR3,SATA,Dos,Nvidia,GT 830M,4.0,meghdad
2229,hp,ac138nia,,2.19,INTEL,Core i5,6200U,3.0,4.0,15.6,LED-backlit LCD,DDR3,SATA,Dos,Intel,R5 M330,4.0,meghdad
2230,hp,pavilion-15-n021se-a10-4gb-500gb,,2.28,AMD,,A10-4655M,4.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,Dual Graphics: Radeon HD 7620G + Radeon HD 8670M,6.0,meghdad
2231,hp,350-g2,,2.3,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M240,4.0,meghdad
2232,hp,pavilion-15-p216nia,,2.4,INTEL,Core i7,5500U,4.0,8.0,15.6,HD BrightView LED-backlit,DDR3L,SATA,Dos,Nvidia,840M,4.0,meghdad
2233,hp,pavilion-15-p101ne,,2.2,INTEL,Core i3,4030U,3.0,4.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2234,hp,pavilion-15-p102ne,,2.2,INTEL,Core i3,4030U,3.0,4.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2235,hp,pavilion-15-p217nia,,2.4,INTEL,Core i7,5500U,4.0,8.0,15.6,HD BrightView LED-backlit,DDR3L,SATA,Dos,Nvidia,840M,4.0,meghdad
2236,hp,pavilion-15-p218nia,,2.4,INTEL,Core i7,5500U,4.0,8.0,15.6,HD BrightView LED-backlit,DDR3L,SATA,Dos,Nvidia,840M,4.0,meghdad
2237,hp,pavilion-15-r214nia-n3540-4gb-500gb,,2.5,INTEL,Pentium,Pentium-N3540,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GeForce 820M,4.0,meghdad
2238,hp,pavilion15-g020se-e1-2100-2gb-500gb,,2.23,AMD,,E1-2100,1.0,2.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,HD 5210,4.0,meghdad
2239,hp,pavilion-15-r100ne,,2.5,INTEL,Core i3,4005U,3.0,4.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Intel,HD Graphics 4400,4.0,meghdad
2240,hp,pavilion-15-p106ne,,2.2,INTEL,Core i5,4210U,3.0,4.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2241,hp,pavilion-15-p241ne,,2.27,INTEL,Core i3,5010U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 830M,4.0,meghdad
2242,hp,pavilion-15-p242ne,,2.27,INTEL,Core i3,5010U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 830M,4.0,meghdad
2243,hp,pavilion-15-p061,,2.27,INTEL,Core i5,4210U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2244,hp,pavilion-15-p123ne,,2.27,INTEL,Core i3,4030U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2245,hp,pavilion-15-p104ne,,2.5,INTEL,Core i5,4210u,3.0,4.0,15.6,TFT LED-Backlit LCD LED Bright,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2246,hp,pavilion-15-p039,,2.3,INTEL,Core i7,4510U,4.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2247,hp,pavilion-15-p040,,2.3,INTEL,Core i7,4510U,4.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2248,hp,pavilion-15-p050-a10-4gb-500gb,,2.3,AMD,,A10-5745M,4.0,4.0,15.6,HD LED-backlit,DDR3,SATA,Dos,AMD,8670,6.0,meghdad
2249,hp,pavilion-15-p060,,2.3,INTEL,Core i5,,3.0,6.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2250,hp,pavilion-15-p062,,2.3,INTEL,Core i5,4210u,3.0,6.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Nvidia,GT 840M,6.0,meghdad
2251,hp,pavilion-15-p107ne,,2.5,INTEL,Core i5,4210u,3.0,4.0,15.6,LED Bright,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2252,hp,pavilion-15-p212nia,,2.27,INTEL,Core i5,5200U,3.0,6.0,15.6,LED Bright TFT LED-Backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2253,hp,pavilion-15-p213nia,,2.27,INTEL,Core i5,5200U,3.0,6.0,15.6,LED Bright TFT LED-Backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2254,hp,pavilion-15-p215nia,,2.27,INTEL,Core i5,5200U,3.0,6.0,15.6,LED Bright TFT LED-Backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2255,hp,pavilion-15-r114ne-n3540-2gb-500gb,,2.5,INTEL,Pentium,Pentium-N3540,2.0,2.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
